id,棟別,樓層,站點,搬運超過未啟動時間,搬運未啟動台數,搬運輸出內文,烘烤超時,烘烤超時台數,烘烤超時內文,created_at
16628,K11,8F,3260,60分鐘,1,3260-A09: 67分</br>,5.5H,0,N/A,2025-11-26 12:41:55
16635,K11,8F,3910,40分鐘,9,3910-805: 200分</br>3910-811: 177分</br>3910-814: 175分</br>3910-808: 150分</br>3910-818: 140分</br>3910-813: 137分</br>3910-825: 120分</br>3910-817: 59分</br>3910-801: 51分</br>,0,0,N/A,2025-11-26 12:41:55
16638,K11,5F,3390,40分鐘,1,3390-K06: 42分</br>,40分鐘,0,N/A,2025-11-26 13:11:55
16647,K11,8F,3910,40分鐘,10,3910-805: 230分</br>3910-814: 205分</br>3910-811: 199分</br>3910-808: 180分</br>3910-818: 170分</br>3910-813: 167分</br>3910-825: 150分</br>3910-817: 89分</br>3910-801: 81分</br>3910-812: 69分</br>,0,0,N/A,2025-11-26 13:11:55
16659,K11,8F,3910,40分鐘,12,3910-805: 260分</br>3910-808: 210分</br>3910-818: 200分</br>3910-813: 197分</br>3910-825: 180分</br>3910-817: 119分</br>3910-801: 111分</br>3910-812: 99分</br>3910-810: 67分</br>3910-811: 59分</br>3910-807: 57分</br>3910-809: 52分</br>,0,0,N/A,2025-11-26 13:41:59
16671,K11,8F,3910,40分鐘,8,3910-805: 290分</br>3910-825: 117分</br>3910-801: 115分</br>3910-817: 104分</br>3910-810: 97分</br>3910-811: 89分</br>3910-807: 87分</br>3910-809: 82分</br>,0,0,N/A,2025-11-26 14:11:55
16683,K11,8F,3910,40分鐘,6,3910-805: 320分</br>3910-811: 119分</br>3910-807: 76分</br>3910-809: 64分</br>3910-814: 53分</br>3910-825: 41分</br>,0,0,N/A,2025-11-26 14:41:54
16688,K11,8F,3260,60分鐘,2,3260-A20: 79分</br>3260-A22: 77分</br>,5.5H,3,3260-A01: 349分</br>3260-A02: 335分</br>3260-A11: 387分</br>,2025-11-26 15:11:56
16695,K11,8F,3910,40分鐘,3,3910-805: 350分</br>3910-811: 149分</br>3910-818: 44分</br>,0,0,N/A,2025-11-26 15:11:56
16736,K11,8F,3260,60分鐘,2,3260-A11: 79分</br>3260-A15: 271分</br>,5.5H,0,N/A,2025-11-26 17:11:56
16737,K11,8F,3670,45分鐘,1,3670-809: 71分</br>,45分鐘,0,N/A,2025-11-26 17:11:56
16743,K11,8F,3910,40分鐘,1,3910-823: 41分</br>,0,0,N/A,2025-11-26 17:11:56
16744,K11,8F,4507,40分鐘,1,4507-804: 43分</br>,0,0,N/A,2025-11-26 17:11:56
16748,K11,8F,3260,60分鐘,1,3260-A08: 71分</br>,5.5H,0,N/A,2025-11-26 17:41:54
16749,K11,8F,3670,45分鐘,2,3670-809: 66分</br>3670-811: 61分</br>,45分鐘,0,N/A,2025-11-26 17:41:54
16755,K11,8F,3910,40分鐘,1,3910-823: 71分</br>,0,0,N/A,2025-11-26 17:41:54
16779,K11,8F,3910,40分鐘,1,3910-825: 44分</br>,0,0,N/A,2025-11-26 18:41:55
16791,K11,8F,3910,40分鐘,1,3910-825: 74分</br>,0,0,N/A,2025-11-26 19:11:55
16796,K11,8F,3260,60分鐘,1,3260-A22: 63分</br>,5.5H,0,N/A,2025-11-26 19:41:54
16803,K11,8F,3910,40分鐘,1,3910-825: 104分</br>,0,0,N/A,2025-11-26 19:41:54
16808,K11,8F,3260,60分鐘,2,3260-A20: 78分</br>3260-A22: 93分</br>,5.5H,1,3260-A04: 339分</br>,2025-11-26 20:11:56
16815,K11,8F,3910,40分鐘,1,3910-825: 134分</br>,0,0,N/A,2025-11-26 20:11:56
16820,K11,8F,3260,60分鐘,1,3260-A13: 67分</br>,5.5H,0,N/A,2025-11-26 20:41:55
16821,K11,8F,3670,45分鐘,2,3670-809: 70分</br>3670-811: 47分</br>,45分鐘,1,3670-826: 52分</br>,2025-11-26 20:41:55
16832,K11,8F,3260,60分鐘,2,3260-A01: 67分</br>3260-A21: 78分</br>,5.5H,0,N/A,2025-11-26 21:11:54
16833,K11,8F,3670,45分鐘,2,3670-809: 100分</br>3670-811: 76分</br>,45分鐘,0,N/A,2025-11-26 21:11:54
16844,K11,8F,3260,60分鐘,1,3260-A04: 64分</br>,5.5H,0,N/A,2025-11-26 21:41:53
16862,K25,8F,3260,60分鐘,1,3260-B29: 82分</br>,60分鐘,0,N/A,2025-11-26 22:11:55
16863,K11,8F,3910,40分鐘,1,3910-825: 45分</br>,0,0,N/A,2025-11-26 22:11:55
16868,K11,8F,3260,60分鐘,1,3260-A08: 71分</br>,5.5H,0,N/A,2025-11-26 22:41:54
16880,K11,8F,3260,60分鐘,1,3260-A07: 62分</br>,5.5H,0,N/A,2025-11-26 23:11:56
16923,K11,8F,3910,40分鐘,1,3910-820: 41分</br>,0,0,N/A,2025-11-27 00:41:54
16935,K11,8F,3910,40分鐘,2,3910-820: 71分</br>3910-816: 48分</br>,0,0,N/A,2025-11-27 01:11:56
16947,K11,8F,3910,40分鐘,2,3910-820: 101分</br>3910-816: 78分</br>,0,0,N/A,2025-11-27 01:41:55
16950,K11,5F,3390,40分鐘,2,3390-405: 41分</br>3390-K03: 45分</br>,40分鐘,0,N/A,2025-11-27 02:11:54
16952,K11,8F,3260,60分鐘,1,3260-A21: 66分</br>,5.5H,1,3260-A04: 334分</br>,2025-11-27 02:11:54
17036,K11,8F,3260,60分鐘,3,3260-A10: 67分</br>3260-A15: 63分</br>3260-A22: 62分</br>,5.5H,0,N/A,2025-11-27 05:41:57
17060,K11,8F,3260,60分鐘,2,3260-A01: 72分</br>3260-A04: 64分</br>,5.5H,0,N/A,2025-11-27 06:41:55
17072,K11,8F,3260,60分鐘,1,3260-A21: 66分</br>,5.5H,0,N/A,2025-11-27 07:11:55
17084,K11,8F,3260,60分鐘,1,3260-A16: 77分</br>,5.5H,0,N/A,2025-11-27 07:41:56
17096,K11,8F,3260,60分鐘,1,3260-A20: 77分</br>,5.5H,0,N/A,2025-11-27 08:11:58
17108,K11,8F,3260,60分鐘,1,3260-A19: 62分</br>,5.5H,0,N/A,2025-11-27 08:41:57
17120,K11,8F,3260,60分鐘,1,3260-A18: 62分</br>,5.5H,0,N/A,2025-11-27 09:11:57
17156,K11,8F,3260,60分鐘,2,3260-A03: 75分</br>3260-A10: 89分</br>,5.5H,0,N/A,2025-11-27 10:41:54
17163,K11,8F,3910,40分鐘,3,3910-817: 65分</br>3910-825: 63分</br>3910-818: 61分</br>,0,0,N/A,2025-11-27 10:41:54
17168,K11,8F,3260,60分鐘,1,3260-A10: 119分</br>,5.5H,1,3260-A04: 334分</br>,2025-11-27 11:11:54
17204,K11,8F,3260,60分鐘,2,3260-A01: 65分</br>3260-A08: 78分</br>,5.5H,0,N/A,2025-11-27 12:41:54
17216,K11,8F,3260,60分鐘,2,3260-A18: 302分</br>3260-A20: 73分</br>,5.5H,0,N/A,2025-11-27 13:11:55
17240,K11,8F,3260,60分鐘,1,3260-A11: 63分</br>,5.5H,0,N/A,2025-11-27 14:11:56
17247,K11,8F,3910,40分鐘,2,3910-801: 44分</br>3910-817: 42分</br>,0,0,N/A,2025-11-27 14:11:56
17259,K11,8F,3910,40分鐘,2,3910-801: 67分</br>3910-808: 60分</br>,0,0,N/A,2025-11-27 14:41:54
17271,K11,8F,3910,40分鐘,3,3910-816: 55分</br>3910-807: 54分</br>3910-811: 45分</br>,0,0,N/A,2025-11-27 15:11:55
17283,K11,8F,3910,40分鐘,5,3910-811: 75分</br>3910-820: 60分</br>3910-817: 58分</br>3910-801: 55分</br>3910-825: 40分</br>,0,0,N/A,2025-11-27 15:41:54
17295,K11,8F,3910,40分鐘,3,3910-801: 84分</br>3910-825: 58分</br>3910-804: 40分</br>,0,0,N/A,2025-11-27 16:11:55
17300,K11,8F,3260,60分鐘,2,3260-A10: 78分</br>3260-A13: 65分</br>,5.5H,0,N/A,2025-11-27 16:41:55
17307,K11,8F,3910,40分鐘,5,3910-801: 114分</br>3910-804: 70分</br>3910-816: 67分</br>3910-807: 61分</br>3910-817: 41分</br>,0,0,N/A,2025-11-27 16:41:55
17310,K11,5F,3390,40分鐘,1,3390-K06: 50分</br>,40分鐘,0,N/A,2025-11-27 17:11:55
17312,K11,8F,3260,60分鐘,2,3260-A02: 76分</br>3260-A16: 69分</br>,5.5H,2,3260-A01: 335分</br>3260-A08: 348分</br>,2025-11-27 17:11:55
17319,K11,8F,3910,40分鐘,7,3910-801: 144分</br>3910-804: 100分</br>3910-816: 97分</br>3910-807: 91分</br>3910-817: 71分</br>3910-811: 54分</br>3910-825: 44分</br>,0,0,N/A,2025-11-27 17:11:55
17324,K11,8F,3260,60分鐘,1,3260-A16: 99分</br>,5.5H,1,3260-A01: 365分</br>,2025-11-27 17:41:54
17331,K11,8F,3910,40分鐘,6,3910-801: 174分</br>3910-804: 130分</br>3910-816: 127分</br>3910-807: 121分</br>3910-825: 74分</br>3910-808: 69分</br>,0,0,N/A,2025-11-27 17:41:54
17343,K11,8F,3910,40分鐘,4,3910-801: 204分</br>3910-804: 160分</br>3910-816: 157分</br>3910-807: 151分</br>,0,0,N/A,2025-11-27 18:11:55
17348,K11,8F,3260,60分鐘,2,3260-A14: 86分</br>3260-A20: 67分</br>,5.5H,1,3260-A11: 333分</br>,2025-11-27 18:41:54
17355,K11,8F,3910,40分鐘,3,3910-804: 190分</br>3910-816: 187分</br>3910-807: 181分</br>,0,0,N/A,2025-11-27 18:41:54
17360,K11,8F,3260,60分鐘,1,3260-A20: 97分</br>,5.5H,1,3260-A18: 341分</br>,2025-11-27 19:11:55
17367,K11,8F,3910,40分鐘,2,3910-807: 45分</br>3910-825: 42分</br>,0,0,N/A,2025-11-27 19:11:55
17372,K11,8F,3260,60分鐘,3,3260-A07: 64分</br>3260-A19: 65分</br>3260-A20: 127分</br>,5.5H,0,N/A,2025-11-27 19:41:54
17379,K11,8F,3910,40分鐘,4,3910-805: 60分</br>3910-808: 53分</br>3910-811: 42分</br>3910-815: 40分</br>,0,0,N/A,2025-11-27 19:41:54
17384,K11,8F,3260,60分鐘,4,3260-A07: 94分</br>3260-A09: 77分</br>3260-A20: 157分</br>3260-A22: 81分</br>,5.5H,1,3260-A04: 356分</br>,2025-11-27 20:11:56
17390,K25,8F,3260,60分鐘,2,3260-B01: 67分</br>3260-B09: 67分</br>,60分鐘,0,N/A,2025-11-27 20:11:56
17391,K11,8F,3910,40分鐘,7,3910-805: 60分</br>3910-817: 60分</br>3910-820: 56分</br>3910-816: 53分</br>3910-807: 51分</br>3910-801: 50分</br>3910-804: 45分</br>,0,0,N/A,2025-11-27 20:11:56
17396,K11,8F,3260,60分鐘,5,3260-A11: 88分</br>3260-A15: 88分</br>3260-A18: 61分</br>3260-A20: 187分</br>3260-A22: 111分</br>,5.5H,1,3260-A04: 386分</br>,2025-11-27 20:41:53
17403,K11,8F,3910,40分鐘,1,3910-807: 81分</br>,0,0,N/A,2025-11-27 20:41:53
17408,K11,8F,3260,60分鐘,4,3260-A15: 118分</br>3260-A18: 92分</br>3260-A20: 217分</br>3260-A22: 142分</br>,5.5H,1,3260-A10: 349分</br>,2025-11-27 21:11:56
17415,K11,8F,3910,40分鐘,1,3910-807: 111分</br>,0,0,N/A,2025-11-27 21:11:56
17420,K11,8F,3260,60分鐘,2,3260-A20: 247分</br>3260-A22: 171分</br>,5.5H,1,3260-A02: 346分</br>,2025-11-27 21:41:53
17427,K11,8F,3910,40分鐘,1,3910-807: 141分</br>,0,0,N/A,2025-11-27 21:41:53
17432,K11,8F,3260,60分鐘,1,3260-A20: 277分</br>,5.5H,0,N/A,2025-11-27 22:11:55
17444,K11,8F,3260,60分鐘,2,3260-A10: 82分</br>3260-A20: 307分</br>,5.5H,0,N/A,2025-11-27 22:41:54
17451,K11,8F,3910,40分鐘,3,3910-817: 59分</br>3910-823: 59分</br>3910-811: 51分</br>,0,0,N/A,2025-11-27 22:41:54
17454,K11,5F,3390,40分鐘,1,3390-K06: 68分</br>,40分鐘,0,N/A,2025-11-27 23:11:55
17456,K11,8F,3260,60分鐘,1,3260-A01: 281分</br>,5.5H,1,3260-A20: 337分</br>,2025-11-27 23:11:55
17468,K11,8F,3260,60分鐘,1,3260-A08: 65分</br>,5.5H,1,3260-A20: 367分</br>,2025-11-27 23:41:53
17478,K11,5F,3390,40分鐘,2,3390-409: 46分</br>3390-411: 41分</br>,40分鐘,0,N/A,2025-11-28 00:11:55
17480,K11,8F,3260,60分鐘,1,3260-A13: 81分</br>,5.5H,1,3260-A20: 397分</br>,2025-11-28 00:11:55
17505,K11,8F,3670,45分鐘,1,3670-809: 62分</br>,45分鐘,0,N/A,2025-11-28 01:11:55
17516,K11,8F,3260,60分鐘,1,3260-A09: 75分</br>,5.5H,1,3260-A20: 487分</br>,2025-11-28 01:41:54
17517,K11,8F,3670,45分鐘,2,3670-809: 91分</br>3670-811: 46分</br>,45分鐘,0,N/A,2025-11-28 01:41:54
17528,K11,8F,3260,60分鐘,1,3260-A09: 105分</br>,5.5H,1,3260-A20: 517分</br>,2025-11-28 02:11:55
17540,K11,8F,3260,60分鐘,1,3260-A15: 77分</br>,5.5H,1,3260-A04: 337分</br>,2025-11-28 02:41:55
17552,K11,8F,3260,60分鐘,2,3260-A03: 75分</br>3260-A10: 64分</br>,5.5H,0,N/A,2025-11-28 03:11:55
17564,K11,8F,3260,60分鐘,1,3260-A03: 105分</br>,5.5H,0,N/A,2025-11-28 03:41:55
17576,K11,8F,3260,60分鐘,2,3260-A02: 79分</br>3260-A16: 64分</br>,5.5H,0,N/A,2025-11-28 04:11:56
17598,K11,5F,3390,40分鐘,1,3390-T01: 62分</br>,40分鐘,0,N/A,2025-11-28 05:11:55
17607,K11,8F,3910,40分鐘,1,3910-803: 62分</br>,0,0,N/A,2025-11-28 05:11:55
17643,K11,8F,3910,40分鐘,1,3910-819: 40分</br>,0,0,N/A,2025-11-28 06:41:54
17660,K11,8F,3260,60分鐘,1,3260-A19: 78分</br>,5.5H,1,3260-A03: 345分</br>,2025-11-28 07:41:54
17691,K11,8F,3910,40分鐘,2,3910-804: 46分</br>3910-820: 41分</br>,0,0,N/A,2025-11-28 08:41:56
17703,K11,8F,3910,40分鐘,1,3910-820: 71分</br>,0,0,N/A,2025-11-28 09:11:56
17715,K11,8F,3910,40分鐘,2,3910-820: 101分</br>3910-811: 50分</br>,0,0,N/A,2025-11-28 09:41:54
17718,K11,5F,3390,40分鐘,1,3390-T01: 58分</br>,40分鐘,0,N/A,2025-11-28 10:11:55
17727,K11,8F,3910,40分鐘,2,3910-820: 131分</br>3910-811: 80分</br>,0,0,N/A,2025-11-28 10:11:55
17739,K11,8F,3910,40分鐘,2,3910-820: 161分</br>3910-811: 110分</br>,0,0,N/A,2025-11-28 10:41:58
17751,K11,8F,3910,40分鐘,2,3910-820: 191分</br>3910-811: 140分</br>,0,0,N/A,2025-11-28 11:11:57
17763,K11,8F,3910,40分鐘,2,3910-820: 221分</br>3910-811: 170分</br>,0,0,N/A,2025-11-28 11:41:54
17768,K11,8F,3260,60分鐘,1,3260-A10: 61分</br>,5.5H,0,N/A,2025-11-28 12:11:56
17775,K11,8F,3910,40分鐘,2,3910-820: 251分</br>3910-811: 200分</br>,0,0,N/A,2025-11-28 12:11:56
17780,K11,8F,3260,60分鐘,2,3260-A09: 74分</br>3260-A10: 90分</br>,5.5H,0,N/A,2025-11-28 12:41:54
17787,K11,8F,3910,40分鐘,2,3910-820: 281分</br>3910-811: 230分</br>,0,0,N/A,2025-11-28 12:41:54
17792,K11,8F,3260,60分鐘,1,3260-A10: 121分</br>,5.5H,0,N/A,2025-11-28 13:11:57
17799,K11,8F,3910,40分鐘,2,3910-820: 311分</br>3910-811: 260分</br>,0,0,N/A,2025-11-28 13:11:57
17802,K11,5F,3390,40分鐘,3,3390-409: 49分</br>3390-411: 48分</br>3390-T01: 66分</br>,40分鐘,0,N/A,2025-11-28 13:41:54
17811,K11,8F,3910,40分鐘,2,3910-820: 341分</br>3910-811: 290分</br>,0,0,N/A,2025-11-28 13:41:54
17823,K11,8F,3910,40分鐘,1,3910-820: 371分</br>,0,0,N/A,2025-11-28 14:11:55
17835,K11,8F,3910,40分鐘,1,3910-820: 401分</br>,0,0,N/A,2025-11-28 14:41:56
17838,K11,5F,3390,40分鐘,1,3390-K06: 44分</br>,40分鐘,0,N/A,2025-11-28 15:11:55
17847,K11,8F,3910,40分鐘,1,3910-820: 431分</br>,0,0,N/A,2025-11-28 15:11:55
17859,K11,8F,3910,40分鐘,6,3910-820: 461分</br>3910-810: 66分</br>3910-803: 65分</br>3910-823: 56分</br>3910-817: 54分</br>3910-804: 53分</br>,0,0,N/A,2025-11-28 15:41:54
17871,K11,8F,3910,40分鐘,8,3910-820: 491分</br>3910-810: 96分</br>3910-803: 95分</br>3910-823: 86分</br>3910-817: 69分</br>3910-807: 68分</br>3910-804: 64分</br>3910-811: 41分</br>,0,0,N/A,2025-11-28 16:11:55
17883,K11,8F,3910,40分鐘,8,3910-820: 521分</br>3910-810: 126分</br>3910-803: 125分</br>3910-823: 116分</br>3910-817: 99分</br>3910-807: 98分</br>3910-804: 94分</br>3910-811: 71分</br>,0,0,N/A,2025-11-28 16:41:54
17894,K25,8F,3260,60分鐘,1,3260-B10: 98分</br>,60分鐘,0,N/A,2025-11-28 17:11:55
17895,K11,8F,3910,40分鐘,9,3910-820: 551分</br>3910-810: 156分</br>3910-803: 155分</br>3910-823: 147分</br>3910-817: 129分</br>3910-807: 128分</br>3910-804: 124分</br>3910-811: 101分</br>3910-808: 57分</br>,0,0,N/A,2025-11-28 17:11:55
17898,K11,5F,3390,40分鐘,1,3390-T01: 42分</br>,40分鐘,0,N/A,2025-11-28 17:41:55
17907,K11,8F,3910,40分鐘,9,3910-820: 581分</br>3910-810: 186分</br>3910-803: 185分</br>3910-823: 177分</br>3910-804: 146分</br>3910-811: 131分</br>3910-817: 120分</br>3910-808: 87分</br>3910-816: 62分</br>,0,0,N/A,2025-11-28 17:41:55
17912,K11,8F,3260,60分鐘,1,3260-A09: 82分</br>,5.5H,1,3260-A02: 331分</br>,2025-11-28 18:11:55
17919,K11,8F,3910,40分鐘,7,3910-820: 611分</br>3910-810: 216分</br>3910-823: 207分</br>3910-811: 161分</br>3910-817: 150分</br>3910-808: 117分</br>3910-816: 92分</br>,0,0,N/A,2025-11-28 18:11:55
17924,K11,8F,3260,60分鐘,3,3260-A09: 112分</br>3260-A16: 62分</br>3260-A18: 73分</br>,5.5H,1,3260-A02: 361分</br>,2025-11-28 18:41:55
17931,K11,8F,3910,40分鐘,7,3910-820: 641分</br>3910-811: 191分</br>3910-817: 180分</br>3910-808: 147分</br>3910-816: 122分</br>3910-807: 67分</br>3910-804: 66分</br>,0,0,N/A,2025-11-28 18:41:55
17936,K11,8F,3260,60分鐘,2,3260-A16: 92分</br>3260-A18: 103分</br>,5.5H,1,3260-A08: 359分</br>,2025-11-28 19:11:55
17943,K11,8F,3910,40分鐘,10,3910-820: 671分</br>3910-817: 210分</br>3910-808: 134分</br>3910-816: 127分</br>3910-807: 97分</br>3910-804: 78分</br>3910-823: 58分</br>3910-811: 56分</br>3910-803: 53分</br>3910-810: 51分</br>,0,0,N/A,2025-11-28 19:11:55
17948,K11,8F,3260,60分鐘,1,3260-A18: 133分</br>,5.5H,0,N/A,2025-11-28 19:41:53
17955,K11,8F,3910,40分鐘,4,3910-812: 63分</br>3910-823: 61分</br>3910-807: 43分</br>3910-816: 41分</br>,0,0,N/A,2025-11-28 19:41:53
17958,K11,5F,3390,40分鐘,3,3390-411: 55分</br>3390-K06: 44分</br>3390-T01: 42分</br>,40分鐘,0,N/A,2025-11-28 20:11:54
17967,K11,8F,3910,40分鐘,1,3910-807: 73分</br>,0,0,N/A,2025-11-28 20:11:54
17979,K11,8F,3910,40分鐘,3,3910-807: 103分</br>3910-803: 46分</br>3910-810: 45分</br>,0,0,N/A,2025-11-28 20:41:52
17991,K11,8F,3910,40分鐘,5,3910-811: 57分</br>3910-803: 56分</br>3910-810: 56分</br>3910-816: 54分</br>3910-813: 42分</br>,0,0,N/A,2025-11-28 21:11:55
17994,K11,5F,3390,40分鐘,1,3390-411: 60分</br>,40分鐘,0,N/A,2025-11-28 21:41:53
18003,K11,8F,3910,40分鐘,6,3910-811: 87分</br>3910-803: 86分</br>3910-810: 86分</br>3910-816: 84分</br>3910-813: 72分</br>3910-808: 50分</br>,0,0,N/A,2025-11-28 21:41:53
18006,K11,5F,3390,40分鐘,1,3390-411: 90分</br>,40分鐘,0,N/A,2025-11-28 22:11:55
18008,K11,8F,3260,60分鐘,3,3260-A01: 76分</br>3260-A13: 64分</br>3260-A21: 88分</br>,5.5H,0,N/A,2025-11-28 22:11:55
18015,K11,8F,3910,40分鐘,6,3910-803: 116分</br>3910-816: 114分</br>3910-811: 109分</br>3910-813: 102分</br>3910-808: 80分</br>3910-809: 67分</br>,0,0,N/A,2025-11-28 22:11:55
18018,K11,5F,3390,40分鐘,2,3390-411: 105分</br>3390-T01: 45分</br>,40分鐘,0,N/A,2025-11-28 22:41:54
18027,K11,8F,3910,40分鐘,8,3910-803: 146分</br>3910-816: 144分</br>3910-811: 139分</br>3910-813: 132分</br>3910-808: 110分</br>3910-809: 97分</br>3910-819: 53分</br>3910-817: 44分</br>,0,0,N/A,2025-11-28 22:41:54
18030,K11,5F,3390,40分鐘,1,3390-411: 135分</br>,40分鐘,0,N/A,2025-11-28 23:11:55
18039,K11,8F,3910,40分鐘,7,3910-813: 162分</br>3910-816: 154分</br>3910-808: 140分</br>3910-803: 128分</br>3910-809: 127分</br>3910-817: 73分</br>3910-810: 49分</br>,0,0,N/A,2025-11-28 23:11:55
18042,K11,5F,3390,40分鐘,1,3390-411: 119分</br>,40分鐘,0,N/A,2025-11-28 23:41:54
18045,K11,8F,3670,45分鐘,1,3670-809: 66分</br>,45分鐘,1,3670-811: 81分</br>,2025-11-28 23:41:54
18051,K11,8F,3910,40分鐘,8,3910-808: 170分</br>3910-809: 157分</br>3910-813: 155分</br>3910-817: 103分</br>3910-803: 98分</br>3910-810: 79分</br>3910-805: 68分</br>3910-816: 49分</br>,0,0,N/A,2025-11-28 23:41:54
18054,K11,5F,3390,40分鐘,1,3390-411: 149分</br>,40分鐘,0,N/A,2025-11-29 00:11:55
18056,K11,8F,3260,60分鐘,1,3260-A09: 75分</br>,5.5H,1,3260-A18: 403分</br>,2025-11-29 00:11:55
18063,K11,8F,3910,40分鐘,6,3910-805: 98分</br>3910-809: 83分</br>3910-817: 83分</br>3910-816: 79分</br>3910-803: 69分</br>3910-811: 44分</br>,0,0,N/A,2025-11-29 00:11:55
18066,K11,5F,3390,40分鐘,2,3390-411: 179分</br>3390-T01: 53分</br>,40分鐘,0,N/A,2025-11-29 00:41:54
18068,K11,8F,3260,60分鐘,2,3260-A04: 88分</br>3260-A07: 75分</br>,5.5H,0,N/A,2025-11-29 00:41:54
18075,K11,8F,3910,40分鐘,2,3910-812: 46分</br>3910-805: 41分</br>,0,0,N/A,2025-11-29 00:41:54
18078,K11,5F,3390,40分鐘,1,3390-411: 209分</br>,40分鐘,0,N/A,2025-11-29 01:11:54
18080,K11,8F,3260,60分鐘,1,3260-A07: 106分</br>,5.5H,0,N/A,2025-11-29 01:11:54
18081,K11,8F,3670,45分鐘,1,3670-809: 72分</br>,45分鐘,0,N/A,2025-11-29 01:11:54
18111,K11,8F,3910,40分鐘,3,3910-808: 53分</br>3910-813: 53分</br>3910-817: 48分</br>,0,0,N/A,2025-11-29 02:11:55
18116,K11,8F,3260,60分鐘,2,3260-A02: 72分</br>3260-A20: 273分</br>,5.5H,0,N/A,2025-11-29 02:41:58
18117,K11,8F,3670,45分鐘,1,3670-809: 72分</br>,45分鐘,0,N/A,2025-11-29 02:41:58
18123,K11,8F,3910,40分鐘,4,3910-817: 79分</br>3910-813: 75分</br>3910-816: 67分</br>3910-819: 58分</br>,0,0,N/A,2025-11-29 02:41:58
18128,K11,8F,3260,60分鐘,1,3260-A21: 63分</br>,5.5H,0,N/A,2025-11-29 03:11:57
18129,K11,8F,3670,45分鐘,1,3670-811: 56分</br>,45分鐘,0,N/A,2025-11-29 03:11:57
18138,K11,5F,3390,40分鐘,1,3390-T01: 65分</br>,40分鐘,0,N/A,2025-11-29 03:41:55
18140,K11,8F,3260,60分鐘,1,3260-A13: 62分</br>,5.5H,0,N/A,2025-11-29 03:41:55
18150,K11,5F,3390,40分鐘,5,3390-404: 52分</br>3390-405: 54分</br>3390-409: 55分</br>3390-K03: 53分</br>3390-T01: 95分</br>,40分鐘,0,N/A,2025-11-29 04:11:55
18152,K11,8F,3260,60分鐘,1,3260-A10: 89分</br>,5.5H,0,N/A,2025-11-29 04:11:55
18153,K11,8F,3670,45分鐘,1,3670-811: 56分</br>,45分鐘,0,N/A,2025-11-29 04:11:55
18160,K11,8F,4507,40分鐘,1,4507-802: 40分</br>,0,0,N/A,2025-11-29 04:11:55
18162,K11,5F,3390,40分鐘,5,3390-404: 77分</br>3390-405: 84分</br>3390-411: 54分</br>3390-K06: 53分</br>3390-T01: 77分</br>,40分鐘,0,N/A,2025-11-29 04:41:55
18164,K11,8F,3260,60分鐘,1,3260-A10: 119分</br>,5.5H,1,3260-A09: 345分</br>,2025-11-29 04:41:55
18165,K11,8F,3670,45分鐘,1,3670-811: 86分</br>,45分鐘,0,N/A,2025-11-29 04:41:55
18174,K11,5F,3390,40分鐘,2,3390-K06: 41分</br>3390-T01: 155分</br>,40分鐘,0,N/A,2025-11-29 05:11:55
18177,K11,8F,3670,45分鐘,1,3670-811: 117分</br>,45分鐘,0,N/A,2025-11-29 05:11:55
18189,K11,8F,3670,45分鐘,1,3670-811: 146分</br>,45分鐘,0,N/A,2025-11-29 05:41:54
18198,K11,5F,3390,40分鐘,1,3390-T01: 69分</br>,40分鐘,0,N/A,2025-11-29 06:11:55
18210,K11,5F,3390,40分鐘,1,3390-T01: 75分</br>,40分鐘,0,N/A,2025-11-29 06:41:54
18219,K11,8F,3910,40分鐘,1,3910-823: 41分</br>,0,0,N/A,2025-11-29 06:41:54
18224,K11,8F,3260,60分鐘,1,3260-A22: 63分</br>,5.5H,2,3260-A02: 343分</br>3260-A04: 478分</br>,2025-11-29 07:11:58
18231,K11,8F,3910,40分鐘,1,3910-823: 70分</br>,0,0,N/A,2025-11-29 07:11:58
18234,K11,5F,3390,40分鐘,1,3390-404: 71分</br>,40分鐘,0,N/A,2025-11-29 07:41:53
18236,K11,8F,3260,60分鐘,2,3260-A13: 302分</br>3260-A18: 61分</br>,5.5H,2,3260-A01: 341分</br>3260-A02: 372分</br>,2025-11-29 07:41:53
18246,K11,5F,3390,40分鐘,4,3390-404: 48分</br>3390-405: 54分</br>3390-K03: 56分</br>3390-T02: 45分</br>,40分鐘,0,N/A,2025-11-29 08:11:57
18249,K11,8F,3670,45分鐘,1,3670-811: 66分</br>,45分鐘,0,N/A,2025-11-29 08:11:57
18255,K11,8F,3910,40分鐘,2,3910-807: 52分</br>3910-824: 51分</br>,0,0,N/A,2025-11-29 08:11:57
18258,K11,5F,3390,40分鐘,1,3390-409: 69分</br>,40分鐘,0,N/A,2025-11-29 08:41:56
18260,K11,8F,3260,60分鐘,2,3260-A14: 75分</br>3260-A21: 61分</br>,5.5H,1,3260-A10: 359分</br>,2025-11-29 08:41:56
18267,K11,8F,3910,40分鐘,2,3910-807: 82分</br>3910-824: 81分</br>,0,0,N/A,2025-11-29 08:41:56
18270,K11,5F,3390,40分鐘,1,3390-409: 41分</br>,40分鐘,0,N/A,2025-11-29 09:11:56
18279,K11,8F,3910,40分鐘,1,3910-807: 112分</br>,0,0,N/A,2025-11-29 09:11:56
