id,building,floor,station,status,source_type,received_at
72842,K21,8F,K21-8F_3390_A0304克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:02:42
72843,K21,8F,K21-8F_3390_A0506克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:03:12
72844,K21,8F,K21-8F_3390_A0304克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:03:17
72845,K21,8F,K21-8F_3390_A0506克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:03:44
72846,K21,8F,K21-8F_3390_A0304克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:03:48
72847,K21,8F,K21-8F_3390_A0506克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:04:17
72848,K21,8F,K21-8F_3390_A0304克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:04:21
72849,K21,8F,K21-8F_3390_A0506克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:04:26
72850,K21,8F,K21-8F_3390_A0506克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:04:39
72851,K22,8F,K22-8F_3390_流道台車,ALARM,ADAM-6050,2026-04-19 13:04:41
72852,K21,8F,K21-8F_3390_A0304克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:04:53
72853,K21,8F,K21-8F_3390_A0506克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:05:10
72854,K21,8F,K21-8F_3390_A0304克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:05:25
72855,K21,8F,K21-8F_3390_A0506克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:05:42
72856,K22,8F,K22-8F_3390_流道台車,BUSY,ADAM-6050,2026-04-19 13:05:48
72857,K21,8F,K21-8F_3390_A0304克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:05:57
72858,K21,8F,K21-8F_3390_A0506克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:06:14
72859,K22,8F,K22-8F_3390_流道台車,ALARM,ADAM-6050,2026-04-19 13:06:21
72860,K21,8F,K21-8F_3390_A0304克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:06:29
72861,K21,8F,K21-8F_3390_A0506克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:06:46
72862,K21,8F,K21-8F_3390_A0304克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:07:03
72863,K21,8F,K21-8F_3390_A0506克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:07:19
72864,K21,8F,K21-8F_3390_A07,BUSY,ADAM-6050,2026-04-19 13:07:28
72865,K21,8F,K21-8F_3390_A0304克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:07:35
72866,K21,8F,K21-8F_3390_A0506克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:07:51
72867,K21,8F,K21-8F_3390_A0304克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:08:05
72868,K21,8F,K21-8F_3390_A0506克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:08:22
72869,K22,8F,K22-8F_3390_流道台車,BUSY,ADAM-6050,2026-04-19 13:08:28
72870,K21,8F,K21-8F_3390_A0304克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:08:40
72871,K21,8F,K21-8F_3390_A0506克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:08:41
72872,K21,8F,K21-8F_3390_A0304克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:09:11
72873,K21,8F,K21-8F_3390_A07,ALARM,ADAM-6050,2026-04-19 13:09:24
72874,K21,8F,K21-8F_3390_A0506克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:09:41
72875,K21,8F,K21-8F_3390_A0304克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:09:45
72876,K21,8F,K21-8F_3390_A0506克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:10:12
72877,K21,8F,K21-8F_3390_A0304克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:10:17
72878,K21,8F,K21-8F_3390_A0506克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:10:43
72879,K21,8F,K21-8F_3390_A0304克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:10:50
72880,K21,8F,K21-8F_3390_A0506克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:11:14
72881,K21,8F,K21-8F_3390_A0304克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:11:21
72882,K21,8F,K21-8F_3390_A0506克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:11:46
72883,K21,8F,K21-8F_3390_A0304克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:11:54
72884,K21,8F,K21-8F_3390_A0506克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:12:15
72885,K21,8F,K21-8F_3390_A0304克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:12:24
72886,K21,8F,K21-8F_3390_A0506克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:12:47
72887,K21,8F,K21-8F_3390_A0304克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:12:57
72888,K21,8F,K21-8F_3390_A0506克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:13:20
72889,K21,8F,K21-8F_3390_A0304克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:13:30
72890,K21,8F,K21-8F_3390_A0506克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:13:53
72891,K21,8F,K21-8F_3390_A0304克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:14:04
72892,K21,8F,K21-8F_3390_A0506克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:14:25
72893,K21,8F,K21-8F_3390_A0304克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:14:34
72894,K21,8F,K21-8F_3390_A0506克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:14:58
72895,K21,8F,K21-8F_3390_A0304克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:15:09
72896,K21,8F,K21-8F_3390_A0506克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:15:32
72897,K21,8F,K21-8F_3390_A0304克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:15:42
72898,K21,8F,K21-8F_3390_A0506克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:16:03
72899,K21,8F,K21-8F_3390_A0304克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:16:16
72900,K21,8F,K21-8F_3390_A0506克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:16:36
72901,K21,8F,K21-8F_3390_A0304克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:16:46
72902,K21,8F,K21-8F_3390_A0506克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:17:01
72903,K21,8F,K21-8F_3390_A0304克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:17:17
72904,K21,8F,K21-8F_3390_A0506克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:17:26
72905,K21,8F,K21-8F_3390_A0304克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:17:49
72906,K21,8F,K21-8F_3390_A0506克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:17:59
72907,K21,8F,K21-8F_3390_A0304克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:18:20
72908,K21,8F,K21-8F_3390_A0506克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:18:28
72909,K21,8F,K21-8F_3390_A0304克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:18:53
72910,K21,8F,K21-8F_3390_A0506克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:19:00
72911,K21,8F,K21-8F_3390_A0304克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:19:24
72912,K21,8F,K21-8F_3390_A0506克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:19:33
72913,K21,8F,K21-8F_3390_A0304克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:19:56
72914,K21,8F,K21-8F_3390_A0506克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:20:05
72915,K21,8F,K21-8F_3390_A0304克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:20:29
72916,K21,8F,K21-8F_3390_A0506克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:20:38
72917,K21,8F,K21-8F_3390_A0304克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:21:00
72918,K21,8F,K21-8F_3390_A0506克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:21:10
72919,K21,8F,K21-8F_3390_A0304克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:21:35
72920,K21,8F,K21-8F_3390_A0506克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:21:41
72921,K21,8F,K21-8F_3390_A0304克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:22:06
72922,K21,8F,K21-8F_3390_A0506克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:22:15
72923,K21,8F,K21-8F_3390_A0304克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:22:39
72924,K21,8F,K21-8F_3390_A0506克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:22:46
72925,K21,8F,K21-8F_3390_A0304克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:23:11
72926,K21,8F,K21-8F_3390_A0506克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:23:18
72927,K21,8F,K21-8F_3390_A0304克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:23:42
72928,K21,8F,K21-8F_3390_A0506克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:23:51
72929,K21,8F,K21-8F_3390_A0304克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:24:17
72930,K21,8F,K21-8F_3390_A0506克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:24:23
72931,K21,8F,K21-8F_3390_A0304克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:24:47
72932,K21,8F,K21-8F_3390_A0506克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:24:58
72933,K21,8F,K21-8F_3390_A0304克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:25:19
72934,K21,8F,K21-8F_3390_A0506克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:25:28
72935,K21,8F,K21-8F_3390_A0304克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:25:49
72936,K21,8F,K21-8F_3390_A0506克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:26:00
72937,K21,8F,K21-8F_3390_A0304克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:26:22
72938,K21,8F,K21-8F_3390_A0506克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:26:25
72939,K21,8F,K21-8F_3390_A0506克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:26:50
72940,K21,8F,K21-8F_3390_A0304克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:26:54
72941,K22,8F,K22-8F_3390_流道台車,ALARM,ADAM-6050,2026-04-19 13:27:06
72942,K22,8F,K22-8F_3390_流道台車,BUSY,ADAM-6050,2026-04-19 13:27:17
72943,K21,8F,K21-8F_3390_A0506克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:27:24
72944,K21,8F,K21-8F_3390_A0304克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:27:26
72945,K21,8F,K21-8F_3390_A0506克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:27:55
72946,K22,8F,K22-8F_3390_流道台車,ALARM,ADAM-6050,2026-04-19 13:27:57
72947,K21,8F,K21-8F_3390_A0304克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:27:58
72948,K21,8F,K21-8F_3390_A0506克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:28:25
72949,K21,8F,K21-8F_3390_A0304克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:28:31
72950,K21,8F,K21-8F_3390_A0506克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:28:50
72951,K21,8F,K21-8F_3390_A0304克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:29:04
72952,K21,8F,K21-8F_3390_A0506克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:29:17
72953,K21,8F,K21-8F_3390_A0304克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:29:37
72954,K21,8F,K21-8F_3390_A0506克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:29:50
72955,K21,8F,K21-8F_3390_A0304克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:30:08
72956,K21,8F,K21-8F_3390_A0506克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:30:10
72957,K21,8F,K21-8F_3390_A0304克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:30:39
72958,K21,8F,K21-8F_3390_A0506克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:30:41
72959,K21,8F,K21-8F_3390_A0506克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:30:53
72960,K21,8F,K21-8F_3390_A0506克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:31:08
72961,K21,8F,K21-8F_3390_A0304克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:31:09
72962,K21,8F,K21-8F_3390_A0506克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:31:42
72963,K21,8F,K21-8F_3390_A0304克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:31:45
72964,K21,8F,K21-8F_3390_A0506克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:32:15
72965,K21,8F,K21-8F_3390_A0304克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:32:17
72966,K21,8F,K21-8F_3390_A0506克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:32:49
72967,K21,8F,K21-8F_3390_A0304克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:32:51
72968,K21,8F,K21-8F_3390_A0506克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:33:23
72969,K21,8F,K21-8F_3390_A0304克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:33:23
72970,K21,8F,K21-8F_3390_A0506克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:33:57
72971,K21,8F,K21-8F_3390_A0304克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:33:57
72972,K21,8F,K21-8F_3390_A0506克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:34:26
72973,K21,8F,K21-8F_3390_A0304克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:34:27
72974,K21,8F,K21-8F_3390_A0506克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:34:42
72975,K21,8F,K21-8F_3390_A0506克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:34:52
72976,K21,8F,K21-8F_3390_A0304克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:34:58
72977,K21,8F,K21-8F_3390_A0304克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:35:30
72978,K21,8F,K21-8F_3390_A0506克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:35:46
72979,K21,8F,K21-8F_3390_A0304克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:36:03
72980,K21,8F,K21-8F_3390_A0506克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:36:17
72981,K21,8F,K21-8F_3390_A0304克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:36:34
72982,K21,8F,K21-8F_3390_A0506克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:36:47
72983,K21,8F,K21-8F_3390_A0304克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:37:09
72984,K21,8F,K21-8F_3390_A0506克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:37:18
72985,K21,8F,K21-8F_3390_A0304克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:37:40
72986,K21,8F,K21-8F_3390_A0506克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:37:51
72987,K21,8F,K21-8F_3390_A0304克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:38:11
72988,K21,8F,K21-8F_3390_A0506克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:38:22
72989,K21,8F,K21-8F_3390_A0304克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:38:43
72990,K21,8F,K21-8F_3390_A0506克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:38:54
72991,K21,8F,K21-8F_3390_A0304克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:39:16
72992,K21,8F,K21-8F_3390_A0506克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:39:25
72993,K21,8F,K21-8F_3390_A0304克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:39:47
72994,K21,8F,K21-8F_3390_A0506克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:39:57
72995,K21,8F,K21-8F_3390_A0304克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:40:22
72996,K21,8F,K21-8F_3390_A0506克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:40:28
72997,K21,8F,K21-8F_3390_A0304克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:40:53
72998,K21,8F,K21-8F_3390_A0506克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:41:02
72999,K21,8F,K21-8F_3390_A0304克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:41:24
73000,K21,8F,K21-8F_3390_A0506克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:41:30
73001,K22,8F,K22-8F_3390_流道台車,BUSY,ADAM-6050,2026-04-19 13:41:41
73002,K22,8F,K22-8F_3390_流道台車,ALARM,ADAM-6050,2026-04-19 13:41:42
73003,K22,8F,K22-8F_3390_流道台車,BUSY,ADAM-6050,2026-04-19 13:41:47
73004,K21,8F,K21-8F_3390_A0304克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:41:58
73005,K21,8F,K21-8F_3390_A0506克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:42:06
73006,K21,8F,K21-8F_3390_A0304克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:42:30
73007,K21,8F,K21-8F_3390_A0506克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:42:38
73008,K21,8F,K21-8F_3390_A0304克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:43:03
73009,K21,8F,K21-8F_3390_A0506克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:43:12
73010,K21,8F,K21-8F_3390_A0304克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:43:35
73011,K21,8F,K21-8F_3390_A0506克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:43:43
73012,K21,8F,K21-8F_3390_A0506克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:43:49
73013,K21,8F,K21-8F_3390_A0304克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:44:06
73014,K21,8F,K21-8F_3390_A0506克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:44:13
73015,K21,8F,K21-8F_3390_A0304克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:44:39
73016,K21,8F,K21-8F_3390_A0506克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:45:09
73017,K21,8F,K21-8F_3390_A0304克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:45:10
73018,K21,8F,K21-8F_3390_A0506克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:45:44
73019,K21,8F,K21-8F_3390_A0304克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:45:45
73020,K21,8F,K21-8F_3390_A0506克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:46:14
73021,K21,8F,K21-8F_3390_A0304克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:46:16
73022,K21,8F,K21-8F_3390_A0506克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:46:45
73023,K21,8F,K21-8F_3390_A0304克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:46:49
73024,K21,8F,K21-8F_3390_A0506克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:47:19
73025,K21,8F,K21-8F_3390_A0304克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:47:21
73026,K21,8F,K21-8F_3390_A0304克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:47:50
73027,K21,8F,K21-8F_3390_A0506克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:47:50
73028,K21,8F,K21-8F_3390_A0304克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:48:23
73029,K21,8F,K21-8F_3390_A0506克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:48:24
73030,K21,8F,K21-8F_3390_A0506克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:48:54
73031,K21,8F,K21-8F_3390_A0304克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:48:57
73032,K21,8F,K21-8F_3390_A0506克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:49:27
73033,K21,8F,K21-8F_3390_A0304克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:49:27
73034,K21,8F,K21-8F_3390_A0506克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:49:50
73035,K21,8F,K21-8F_3390_A0506克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:49:52
73036,K21,8F,K21-8F_3390_A0304克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:50:00
73037,K21,8F,K21-8F_3390_A0506克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:50:18
73038,K21,8F,K21-8F_3390_A0506克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:50:21
73039,K21,8F,K21-8F_3390_A0304克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:50:32
73040,K21,8F,K21-8F_3390_A0506克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:50:39
73041,K21,8F,K21-8F_3390_A0304克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:51:04
73042,K21,8F,K21-8F_3390_A0506克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:51:11
73043,K21,8F,K21-8F_3390_A0304克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:51:36
73044,K21,8F,K21-8F_3390_A0506克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:51:43
73045,K21,8F,K21-8F_3390_A0304克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:52:07
73046,K21,8F,K21-8F_3390_A0506克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:52:16
73047,K21,8F,K21-8F_3390_A0304克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:52:38
73048,K21,8F,K21-8F_3390_A0506克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:52:48
73049,K21,8F,K21-8F_3380_烤箱Loader,ALARM,ADAM-6050,2026-04-19 13:53:09
73050,K21,8F,K21-8F_3390_A0304克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:53:14
73051,K21,8F,K21-8F_3390_A0506克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:53:21
73052,K21,8F,K21-8F_3390_A0304克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:53:46
73053,K21,8F,K21-8F_3390_A0506克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:53:53
73054,K21,8F,K21-8F_3390_A0304克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:54:22
73055,K21,8F,K21-8F_3390_A0506克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:54:26
73056,K22,8F,K22-8F_3390_流道台車,ALARM,ADAM-6050,2026-04-19 13:54:37
73057,K21,8F,K21-8F_3390_A0304克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:54:52
73058,K21,8F,K21-8F_3390_A0506克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:54:56
73059,K21,8F,K21-8F_3390_A0304克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:55:26
73060,K21,8F,K21-8F_3390_A0506克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:55:31
73061,K21,8F,K21-8F_3390_A0304克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:56:00
73062,K22,8F,K22-8F_3390_流道台車,BUSY,ADAM-6050,2026-04-19 13:56:11
73063,K22,8F,K22-8F_3390_流道台車,ALARM,ADAM-6050,2026-04-19 13:56:12
73064,K22,8F,K22-8F_3390_流道台車,BUSY,ADAM-6050,2026-04-19 13:56:19
73065,K21,8F,K21-8F_3390_A0506克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:56:20
73066,K21,8F,K21-8F_3390_A0304克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:56:32
73067,K21,8F,K21-8F_3390_A0506克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:56:57
73068,K21,8F,K21-8F_3390_A0304克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:57:04
73069,K21,8F,K21-8F_3390_A0506克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:57:29
73070,K21,8F,K21-8F_3390_A0304克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:57:37
73071,K21,8F,K21-8F_3390_A0506克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:58:02
73072,K21,8F,K21-8F_3390_A0304克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:58:10
73073,K21,8F,K21-8F_3390_A0506克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:58:34
73074,K21,8F,K21-8F_3390_A0304克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:58:43
73075,K21,8F,K21-8F_3390_A0506克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:59:06
73076,K21,8F,K21-8F_3390_A0304克雷爾流道,ALARM,ADAM-6050,2026-04-19 13:59:16
73077,K21,8F,K21-8F_3390_A0506克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:59:40
73078,K21,8F,K21-8F_3390_A0304克雷爾流道,BUSY,ADAM-6050,2026-04-19 13:59:48
73079,K21,8F,K21-8F_3390_A0506克雷爾流道,ALARM,ADAM-6050,2026-04-19 14:00:12
73080,K21,8F,K21-8F_3390_A0304克雷爾流道,ALARM,ADAM-6050,2026-04-19 14:00:20
73081,K21,8F,K21-8F_3390_A0506克雷爾流道,BUSY,ADAM-6050,2026-04-19 14:00:43
73082,K21,8F,K21-8F_3390_A0304克雷爾流道,BUSY,ADAM-6050,2026-04-19 14:00:54
73083,K21,8F,K21-8F_3390_A0506克雷爾流道,ALARM,ADAM-6050,2026-04-19 14:01:17
73084,K21,8F,K21-8F_3390_A0304克雷爾流道,ALARM,ADAM-6050,2026-04-19 14:01:24
73085,K21,8F,K21-8F_3390_A0506克雷爾流道,BUSY,ADAM-6050,2026-04-19 14:01:48
73086,K21,8F,K21-8F_3390_A0304克雷爾流道,BUSY,ADAM-6050,2026-04-19 14:01:55
73087,K21,8F,K21-8F_3390_A0506克雷爾流道,ALARM,ADAM-6050,2026-04-19 14:02:21
73088,K21,8F,K21-8F_3390_A0304克雷爾流道,ALARM,ADAM-6050,2026-04-19 14:02:27
73089,K21,8F,K21-8F_3390_A0506克雷爾流道,BUSY,ADAM-6050,2026-04-19 14:02:52
73090,K21,8F,K21-8F_3390_A0304克雷爾流道,BUSY,ADAM-6050,2026-04-19 14:03:00
73091,K21,8F,K21-8F_3380_烤箱手臂,ALARM,ADAM-6050,2026-04-19 14:03:22
73092,K21,8F,K21-8F_3390_A0506克雷爾流道,ALARM,ADAM-6050,2026-04-19 14:03:26
73093,K21,8F,K21-8F_3390_A0506克雷爾流道,BUSY,ADAM-6050,2026-04-19 14:03:31
73094,K21,8F,K21-8F_3390_A0304克雷爾流道,ALARM,ADAM-6050,2026-04-19 14:03:33
73095,K21,8F,K21-8F_3390_A0506克雷爾流道,ALARM,ADAM-6050,2026-04-19 14:03:43
73096,K21,8F,K21-8F_3390_A0304克雷爾流道,BUSY,ADAM-6050,2026-04-19 14:04:06
73097,K21,8F,K21-8F_3390_A0506克雷爾流道,BUSY,ADAM-6050,2026-04-19 14:04:16
